commune,population,région
Gotein-Libarrenx,485,Nouvelle-Aquitaine
Guéthary,1365,Nouvelle-Aquitaine
Guiche,1037,Nouvelle-Aquitaine
Guinarthe-Parenties,231,Nouvelle-Aquitaine
Gurmençon,905,Nouvelle-Aquitaine
Gurs,427,Nouvelle-Aquitaine
Hagetaubin,595,Nouvelle-Aquitaine
Halsou,643,Nouvelle-Aquitaine
Hasparren,7808,Nouvelle-Aquitaine
Haut-de-Bosdarros,344,Nouvelle-Aquitaine
Haux,86,Nouvelle-Aquitaine
Hélette,763,Nouvelle-Aquitaine
Hendaye,18071,Nouvelle-Aquitaine
Herrère,395,Nouvelle-Aquitaine
Higuères-Souye,282,Nouvelle-Aquitaine
L'Hôpital-d'Orion,132,Nouvelle-Aquitaine
L'Hôpital-Saint-Blaise,61,Nouvelle-Aquitaine
Hosta,100,Nouvelle-Aquitaine
Hours,240,Nouvelle-Aquitaine
Ibarrolle,76,Nouvelle-Aquitaine
Idaux-Mendy,279,Nouvelle-Aquitaine
Idron,5078,Nouvelle-Aquitaine
Igon,1035,Nouvelle-Aquitaine
Iholdy,555,Nouvelle-Aquitaine
Ilharre,148,Nouvelle-Aquitaine
Irissarry,934,Nouvelle-Aquitaine
Irouléguy,369,Nouvelle-Aquitaine
Ispoure,687,Nouvelle-Aquitaine
Issor,242,Nouvelle-Aquitaine
Isturits,531,Nouvelle-Aquitaine
Itxassou,2230,Nouvelle-Aquitaine
Izeste,438,Nouvelle-Aquitaine
Jasses,149,Nouvelle-Aquitaine
Jatxou,1206,Nouvelle-Aquitaine
Jaxu,202,Nouvelle-Aquitaine
Jurançon,7320,Nouvelle-Aquitaine
Juxue,212,Nouvelle-Aquitaine
Laà-Mondrans,450,Nouvelle-Aquitaine
Laàs,142,Nouvelle-Aquitaine
Labastide-Cézéracq,571,Nouvelle-Aquitaine
La Bastide-Clairence,993,Nouvelle-Aquitaine
Labastide-Monréjeau,616,Nouvelle-Aquitaine
Labastide-Villefranche,324,Nouvelle-Aquitaine
Labatmale,262,Nouvelle-Aquitaine
Labatut-Figuières,171,Nouvelle-Aquitaine
Labets-Biscay,156,Nouvelle-Aquitaine
Labeyrie,114,Nouvelle-Aquitaine
Lacadée,153,Nouvelle-Aquitaine
Lacarre,183,Nouvelle-Aquitaine
Lacarry-Arhan-Charritte-de-Haut,131,Nouvelle-Aquitaine
Lacommande,190,Nouvelle-Aquitaine
Lacq,743,Nouvelle-Aquitaine
Lagor,1170,Nouvelle-Aquitaine
Lagos,476,Nouvelle-Aquitaine
Laguinge-Restoue,164,Nouvelle-Aquitaine
Lahonce,2606,Nouvelle-Aquitaine
Lahontan,534,Nouvelle-Aquitaine
Lahourcade,722,Nouvelle-Aquitaine
Lalongue,209,Nouvelle-Aquitaine
Lalonquette,267,Nouvelle-Aquitaine
Lamayou,213,Nouvelle-Aquitaine
Lanne-en-Barétous,497,Nouvelle-Aquitaine
Lannecaube,155,Nouvelle-Aquitaine
Lanneplaà,313,Nouvelle-Aquitaine
Lantabat,285,Nouvelle-Aquitaine
Larceveau-Arros-Cibits,444,Nouvelle-Aquitaine
Laroin,1117,Nouvelle-Aquitaine
Larrau,196,Nouvelle-Aquitaine
Larressore,2185,Nouvelle-Aquitaine
Larreule,187,Nouvelle-Aquitaine
Larribar-Sorhapuru,181,Nouvelle-Aquitaine
Laruns,1205,Nouvelle-Aquitaine
Lasclaveries,246,Nouvelle-Aquitaine
Lasse,348,Nouvelle-Aquitaine
Lasserre,112,Nouvelle-Aquitaine
Lasseube,1797,Nouvelle-Aquitaine
Lasseubetat,213,Nouvelle-Aquitaine
Lay-Lamidou,123,Nouvelle-Aquitaine
Lecumberry,175,Nouvelle-Aquitaine
Ledeuix,1056,Nouvelle-Aquitaine
Lée,1317,Nouvelle-Aquitaine
Lées-Athas,251,Nouvelle-Aquitaine
Lembeye,785,Nouvelle-Aquitaine
Lème,171,Nouvelle-Aquitaine
Léren,217,Nouvelle-Aquitaine
Lescar,10007,Nouvelle-Aquitaine
Lescun,170,Nouvelle-Aquitaine
Lespielle,155,Nouvelle-Aquitaine
Lespourcy,194,Nouvelle-Aquitaine
Lestelle-Bétharram,902,Nouvelle-Aquitaine
Lichans-Sunhar,87,Nouvelle-Aquitaine
Lichos,137,Nouvelle-Aquitaine
Licq-Athérey,205,Nouvelle-Aquitaine
Limendous,751,Nouvelle-Aquitaine
Livron,389,Nouvelle-Aquitaine
Lohitzun-Oyhercq,205,Nouvelle-Aquitaine
Lombia,210,Nouvelle-Aquitaine
Lonçon,216,Nouvelle-Aquitaine
Lons,14121,Nouvelle-Aquitaine
Loubieng,515,Nouvelle-Aquitaine
Louhossoa,883,Nouvelle-Aquitaine
Lourdios-Ichère,143,Nouvelle-Aquitaine
Lourenties,416,Nouvelle-Aquitaine
Louvie-Juzon,1092,Nouvelle-Aquitaine
Louvie-Soubiron,125,Nouvelle-Aquitaine
Louvigny,140,Nouvelle-Aquitaine
Luc-Armau,109,Nouvelle-Aquitaine
Lucarré,63,Nouvelle-Aquitaine
Lucgarier,251,Nouvelle-Aquitaine
Lucq-de-Béarn,951,Nouvelle-Aquitaine
Lurbe-Saint-Christau,204,Nouvelle-Aquitaine
Lussagnet-Lusson,189,Nouvelle-Aquitaine
Luxe-Sumberraute,435,Nouvelle-Aquitaine
Lys,328,Nouvelle-Aquitaine
Macaye,592,Nouvelle-Aquitaine
Malaussanne,428,Nouvelle-Aquitaine
Mascaraàs-Haron,121,Nouvelle-Aquitaine
Maslacq,906,Nouvelle-Aquitaine
Masparraute,261,Nouvelle-Aquitaine
Maspie-Lalonquère-Juillacq,255,Nouvelle-Aquitaine
Maucor,582,Nouvelle-Aquitaine
Mauléon-Licharre,3189,Nouvelle-Aquitaine
Maure,92,Nouvelle-Aquitaine
Mazères-Lezons,1858,Nouvelle-Aquitaine
Mazerolles,1179,Nouvelle-Aquitaine
Méharin,288,Nouvelle-Aquitaine
Meillon,961,Nouvelle-Aquitaine
Mendionde,860,Nouvelle-Aquitaine
Menditte,332,Nouvelle-Aquitaine
Mendive,161,Nouvelle-Aquitaine
Méracq,238,Nouvelle-Aquitaine
Méritein,288,Nouvelle-Aquitaine
Mesplède,343,Nouvelle-Aquitaine
Mialos,138,Nouvelle-Aquitaine
Miossens-Lanusse,284,Nouvelle-Aquitaine
Mirepeix,1275,Nouvelle-Aquitaine
Momas,639,Nouvelle-Aquitaine
Momy,115,Nouvelle-Aquitaine
Monassut-Audiracq,375,Nouvelle-Aquitaine
Moncaup,169,Nouvelle-Aquitaine
Moncayolle-Larrory-Mendibieu,309,Nouvelle-Aquitaine
Moncla,83,Nouvelle-Aquitaine
Monein,4520,Nouvelle-Aquitaine
Monpezat,86,Nouvelle-Aquitaine
Monségur,128,Nouvelle-Aquitaine
Mont,1225,Nouvelle-Aquitaine
Montagut,125,Nouvelle-Aquitaine
Montaner,442,Nouvelle-Aquitaine
Montardon,2644,Nouvelle-Aquitaine
Montaut,1154,Nouvelle-Aquitaine
Mont-Disse,82,Nouvelle-Aquitaine
Montfort,179,Nouvelle-Aquitaine
Montory,319,Nouvelle-Aquitaine
Morlaàs,4587,Nouvelle-Aquitaine
Morlanne,630,Nouvelle-Aquitaine
Mouguerre,5448,Nouvelle-Aquitaine
Mouhous,62,Nouvelle-Aquitaine
Moumour,848,Nouvelle-Aquitaine
Mourenx,6075,Nouvelle-Aquitaine
Musculdy,237,Nouvelle-Aquitaine
Nabas,89,Nouvelle-Aquitaine
Narcastet,777,Nouvelle-Aquitaine
Narp,120,Nouvelle-Aquitaine
Navailles-Angos,1556,Nouvelle-Aquitaine
Navarrenx,1076,Nouvelle-Aquitaine
Nay,3464,Nouvelle-Aquitaine
Noguères,140,Nouvelle-Aquitaine
Nousty,1626,Nouvelle-Aquitaine
Ogenne-Camptort,250,Nouvelle-Aquitaine
Ogeu-les-Bains,1304,Nouvelle-Aquitaine
Oloron-Sainte-Marie,11309,Nouvelle-Aquitaine
Oraàs,187,Nouvelle-Aquitaine
Ordiarp,547,Nouvelle-Aquitaine
Orègue,499,Nouvelle-Aquitaine
Orin,273,Nouvelle-Aquitaine
Orion,152,Nouvelle-Aquitaine
Orriule,144,Nouvelle-Aquitaine
Orsanco,112,Nouvelle-Aquitaine
Orthez,11106,Nouvelle-Aquitaine
Os-Marsillon,546,Nouvelle-Aquitaine
Ossas-Suhare,87,Nouvelle-Aquitaine
Osse-en-Aspe,352,Nouvelle-Aquitaine
Ossenx,49,Nouvelle-Aquitaine
Osserain-Rivareyte,224,Nouvelle-Aquitaine
Ossès,855,Nouvelle-Aquitaine
Ostabat-Asme,212,Nouvelle-Aquitaine
Ouillon,560,Nouvelle-Aquitaine
Ousse,1723,Nouvelle-Aquitaine
Ozenx-Montestrucq,406,Nouvelle-Aquitaine
Pagolle,266,Nouvelle-Aquitaine
Parbayse,337,Nouvelle-Aquitaine
Pardies,922,Nouvelle-Aquitaine
Pardies-Piétat,479,Nouvelle-Aquitaine
Pau,77061,Nouvelle-Aquitaine
Peyrelongue-Abos,160,Nouvelle-Aquitaine
Piets-Plasence-Moustrou,141,Nouvelle-Aquitaine
Poey-de-Lescar,1868,Nouvelle-Aquitaine
Poey-d'Oloron,165,Nouvelle-Aquitaine
Pomps,301,Nouvelle-Aquitaine
Ponson-Debat-Pouts,100,Nouvelle-Aquitaine
Ponson-Dessus,266,Nouvelle-Aquitaine
Pontacq,2978,Nouvelle-Aquitaine
Pontiacq-Viellepinte,189,Nouvelle-Aquitaine
Portet,168,Nouvelle-Aquitaine
Pouliacq,52,Nouvelle-Aquitaine
Poursiugues-Boucoue,190,Nouvelle-Aquitaine
Préchacq-Josbaig,303,Nouvelle-Aquitaine
Préchacq-Navarrenx,178,Nouvelle-Aquitaine
Précilhon,407,Nouvelle-Aquitaine
Puyoô,1130,Nouvelle-Aquitaine
Ramous,497,Nouvelle-Aquitaine
Rébénacq,659,Nouvelle-Aquitaine
Ribarrouy,83,Nouvelle-Aquitaine
Riupeyrous,229,Nouvelle-Aquitaine
Rivehaute,277,Nouvelle-Aquitaine
Rontignon,872,Nouvelle-Aquitaine
Roquiague,123,Nouvelle-Aquitaine
Saint-Abit,316,Nouvelle-Aquitaine
Saint-Armou,651,Nouvelle-Aquitaine
Saint-Boès,370,Nouvelle-Aquitaine
Saint-Castin,866,Nouvelle-Aquitaine
Sainte-Colome,364,Nouvelle-Aquitaine
Saint-Dos,160,Nouvelle-Aquitaine
Sainte-Engrâce,191,Nouvelle-Aquitaine
Saint-Esteben,429,Nouvelle-Aquitaine
Saint-Étienne-de-Baïgorry,1532,Nouvelle-Aquitaine
Saint-Faust,768,Nouvelle-Aquitaine
Saint-Girons-en-Béarn,170,Nouvelle-Aquitaine
Saint-Gladie-Arrive-Munein,203,Nouvelle-Aquitaine
Saint-Goin,236,Nouvelle-Aquitaine
Saint-Jammes,625,Nouvelle-Aquitaine
Saint-Jean-de-Luz,14702,Nouvelle-Aquitaine
Saint-Jean-le-Vieux,849,Nouvelle-Aquitaine
Saint-Jean-Pied-de-Port,1810,Nouvelle-Aquitaine
Saint-Jean-Poudge,64,Nouvelle-Aquitaine
Saint-Just-Ibarre,207,Nouvelle-Aquitaine
Saint-Laurent-Bretagne,455,Nouvelle-Aquitaine
Saint-Martin-d'Arberoue,351,Nouvelle-Aquitaine
Saint-Martin-d'Arrossa,556,Nouvelle-Aquitaine
Saint-Médard,205,Nouvelle-Aquitaine
Saint-Michel,297,Nouvelle-Aquitaine
Saint-Palais,2023,Nouvelle-Aquitaine
Saint-Pé-de-Léren,267,Nouvelle-Aquitaine
Saint-Pée-sur-Nivelle,7287,Nouvelle-Aquitaine
Saint-Pierre-d'Irube,5917,Nouvelle-Aquitaine
Saint-Vincent,403,Nouvelle-Aquitaine
Salies-de-Béarn,4684,Nouvelle-Aquitaine
Salles-Mongiscard,309,Nouvelle-Aquitaine
Sallespisse,577,Nouvelle-Aquitaine
Sames,729,Nouvelle-Aquitaine
Samsons-Lion,95,Nouvelle-Aquitaine
Sare,2742,Nouvelle-Aquitaine
Sarpourenx,309,Nouvelle-Aquitaine
Sarrance,161,Nouvelle-Aquitaine
Saubole,140,Nouvelle-Aquitaine
Saucède,133,Nouvelle-Aquitaine
Sauguis-Saint-Étienne,177,Nouvelle-Aquitaine
Sault-de-Navailles,965,Nouvelle-Aquitaine
Sauvagnon,3547,Nouvelle-Aquitaine
Sauvelade,271,Nouvelle-Aquitaine
Sauveterre-de-Béarn,1467,Nouvelle-Aquitaine
Séby,201,Nouvelle-Aquitaine
Sedze-Maubecq,245,Nouvelle-Aquitaine
Sedzère,386,Nouvelle-Aquitaine
Séméacq-Blachon,168,Nouvelle-Aquitaine
Sendets,1148,Nouvelle-Aquitaine
Serres-Castet,4519,Nouvelle-Aquitaine
Serres-Morlaàs,860,Nouvelle-Aquitaine
Serres-Sainte-Marie,578,Nouvelle-Aquitaine
Sévignacq-Meyracq,554,Nouvelle-Aquitaine
Sévignacq,793,Nouvelle-Aquitaine
Simacourbe,421,Nouvelle-Aquitaine
Siros,814,Nouvelle-Aquitaine
Soumoulou,1603,Nouvelle-Aquitaine
Souraïde,1551,Nouvelle-Aquitaine
Suhescun,174,Nouvelle-Aquitaine
Sus,385,Nouvelle-Aquitaine
Susmiou,364,Nouvelle-Aquitaine
Tabaille-Usquain,46,Nouvelle-Aquitaine
Tadousse-Ussau,72,Nouvelle-Aquitaine
Tardets-Sorholus,576,Nouvelle-Aquitaine
Taron-Sadirac-Viellenave,187,Nouvelle-Aquitaine
Tarsacq,538,Nouvelle-Aquitaine
Thèze,888,Nouvelle-Aquitaine
Trois-Villes,131,Nouvelle-Aquitaine
Uhart-Cize,817,Nouvelle-Aquitaine
Uhart-Mixe,217,Nouvelle-Aquitaine
Urcuit,2920,Nouvelle-Aquitaine
Urdès,310,Nouvelle-Aquitaine
Urdos,68,Nouvelle-Aquitaine
Urepel,283,Nouvelle-Aquitaine
Urost,78,Nouvelle-Aquitaine
Urrugne,10656,Nouvelle-Aquitaine
Urt,2374,Nouvelle-Aquitaine
Ustaritz,7673,Nouvelle-Aquitaine
Uzan,168,Nouvelle-Aquitaine
Uzein,1278,Nouvelle-Aquitaine
Uzos,858,Nouvelle-Aquitaine
Verdets,295,Nouvelle-Aquitaine
Vialer,181,Nouvelle-Aquitaine
Viellenave-d'Arthez,217,Nouvelle-Aquitaine
Viellenave-de-Navarrenx,171,Nouvelle-Aquitaine
Vielleségure,394,Nouvelle-Aquitaine
Vignes,472,Nouvelle-Aquitaine
Villefranque,2914,Nouvelle-Aquitaine
Viodos-Abense-de-Bas,753,Nouvelle-Aquitaine
Viven,177,Nouvelle-Aquitaine
Adast,305,Occitanie
Adé,836,Occitanie
Adervielle-Pouchergues,148,Occitanie
Agos-Vidalos,416,Occitanie
Allier,446,Occitanie
Ancizan,276,Occitanie
Andrest,1397,Occitanie
Anères,177,Occitanie
Angos,226,Occitanie
Les Angles,136,Occitanie
Anla,80,Occitanie
Ansost,59,Occitanie
Antichan,40,Occitanie
Antin,106,Occitanie
Antist,187,Occitanie
Aragnouet,251,Occitanie
Arbéost,83,Occitanie
Arcizac-Adour,584,Occitanie
Arcizac-ez-Angles,269,Occitanie
Arcizans-Avant,397,Occitanie
Arcizans-Dessus,121,Occitanie
Ardengost,12,Occitanie
Argelès-Bagnères,105,Occitanie
Argelès-Gazost,3069,Occitanie
Aries-Espénan,76,Occitanie
Arné,206,Occitanie
Arras-en-Lavedan,499,Occitanie
Arreau,788,Occitanie
Arrens-Marsous,707,Occitanie
Arrodets-ez-Angles,118,Occitanie
Arrodets,22,Occitanie
Artagnan,533,Occitanie
Artalens-Souin,134,Occitanie
Artiguemy,88,Occitanie
Artigues,15,Occitanie
Aspin-Aure,40,Occitanie
Aspin-en-Lavedan,318,Occitanie
Asque,127,Occitanie
Asté,593,Occitanie
Astugue,272,Occitanie
Aubarède,298,Occitanie
Aucun,236,Occitanie
Aulon,101,Occitanie
Aureilhan,8100,Occitanie
Aurensan,799,Occitanie
Auriébat,245,Occitanie
Avajan,82,Occitanie
Aventignan,212,Occitanie
Averan,73,Occitanie
Aveux,43,Occitanie
Avezac-Prat-Lahitte,612,Occitanie
Ayros-Arbouix,356,Occitanie
Ayzac-Ost,465,Occitanie
Azereix,999,Occitanie
Azet,144,Occitanie
Bagnères-de-Bigorre,7318,Occitanie
Banios,66,Occitanie
Barbachen,51,Occitanie
Barbazan-Debat,3572,Occitanie
Barbazan-Dessus,175,Occitanie
Bareilles,47,Occitanie
Barlest,300,Occitanie
Barrancoueu,33,Occitanie
Barry,137,Occitanie
Barthe,25,Occitanie
La Barthe-de-Neste,1260,Occitanie
Bartrès,578,Occitanie
Batsère,32,Occitanie
Bazet,1864,Occitanie
Bazillac,366,Occitanie
Bazordan,110,Occitanie
Bazus-Aure,143,Occitanie
Bazus-Neste,62,Occitanie
Beaucens,447,Occitanie
Beaudéan,412,Occitanie
Bégole,199,Occitanie
Bénac,562,Occitanie
Benqué-Molère,139,Occitanie
Berbérust-Lias,50,Occitanie
Bernac-Debat,741,Occitanie
Bernac-Dessus,289,Occitanie
Bernadets-Debat,112,Occitanie
Bernadets-Dessus,155,Occitanie
Bertren,175,Occitanie
Betbèze,49,Occitanie
Betpouey,88,Occitanie
Betpouy,80,Occitanie
Bettes,60,Occitanie
Beyrède-Jumet-Camous,228,Occitanie
Bize,217,Occitanie
Bizous,129,Occitanie
Bonnefont,339,Occitanie
Bonnemazon,71,Occitanie
Bonrepos,199,Occitanie
Boô-Silhen,341,Occitanie
Bordères-Louron,142,Occitanie
Bordères-sur-l'Échez,5543,Occitanie
Bordes,773,Occitanie
Bouilh-Devant,20,Occitanie
Bouilh-Péreuilh,112,Occitanie
Boulin,308,Occitanie
Bourg-de-Bigorre,197,Occitanie
Bourisp,176,Occitanie
Bourréac,114,Occitanie
Bours,899,Occitanie
Bramevaque,32,Occitanie
Bugard,96,Occitanie
Bulan,62,Occitanie
Bun,160,Occitanie
Burg,295,Occitanie
Buzon,79,Occitanie
Cabanac,302,Occitanie
Cadéac,303,Occitanie
Cadeilhan-Trachère,44,Occitanie
Caharet,36,Occitanie
Caixon,369,Occitanie
Calavanté,352,Occitanie
Camalès,400,Occitanie
Campan,1358,Occitanie
Camparan,58,Occitanie
Campistrous,320,Occitanie
Campuzan,151,Occitanie
Capvern,1289,Occitanie
Castelbajac,143,Occitanie
Castelnau-Magnoac,814,Occitanie
Castelnau-Rivière-Basse,630,Occitanie
Castelvieilh,246,Occitanie
Castéra-Lanusse,45,Occitanie
Castéra-Lou,238,Occitanie
Casterets,15,Occitanie
Castillon,82,Occitanie
Caubous,32,Occitanie
Caussade-Rivière,99,Occitanie
Cauterets,889,Occitanie
Cazarilh,55,Occitanie
Cazaux-Debat,32,Occitanie
Cazaux-Fréchet-Anéran-Camors,63,Occitanie
Chelle-Debat,215,Occitanie
Chelle-Spou,112,Occitanie
Cheust,88,Occitanie
Chèze,48,Occitanie
Chis,313,Occitanie
Cieutat,624,Occitanie
Cizos,135,Occitanie
Clarac,167,Occitanie
Clarens,520,Occitanie
Collongues,152,Occitanie
Coussan,127,Occitanie
Créchets,56,Occitanie
Devèze,54,Occitanie
Dours,219,Occitanie
Ens,22,Occitanie
Esbareich,80,Occitanie
Escala,366,Occitanie
Escaunets,124,Occitanie
Escondeaux,286,Occitanie
Esconnets,34,Occitanie
Escots,41,Occitanie
Escoubès-Pouts,104,Occitanie
Esparros,180,Occitanie
Espèche,51,Occitanie
Espieilh,25,Occitanie
Esquièze-Sère,423,Occitanie
Estaing,94,Occitanie
Estampures,77,Occitanie
Estarvielle,43,Occitanie
Estensan,38,Occitanie
Esterre,197,Occitanie
Estirac,108,Occitanie
Ferrère,42,Occitanie
Ferrières,82,Occitanie
Fontrailles,170,Occitanie
Fréchède,56,Occitanie
Fréchendets,27,Occitanie
Fréchet-Aure,14,Occitanie
Fréchou-Fréchet,170,Occitanie
Gaillagos,122,Occitanie
Galan,711,Occitanie
Galez,173,Occitanie
Gardères,456,Occitanie
Gaudent,35,Occitanie
Gaussan,102,Occitanie
Gayan,289,Occitanie
Gazave,71,Occitanie
Gazost,124,Occitanie
Gavarnie-Gèdre,349,Occitanie
Gembrie,95,Occitanie
Générest,98,Occitanie
Génos,141,Occitanie
Gensac,93,Occitanie
Ger,163,Occitanie
Gerde,1169,Occitanie
Germ,35,Occitanie
Germs-sur-l'Oussouet,107,Occitanie
Geu,191,Occitanie
Gez,342,Occitanie
Gez-ez-Angles,27,Occitanie
Gonez,28,Occitanie
Gouaux,54,Occitanie
Goudon,240,Occitanie
Gourgue,64,Occitanie
Grailhen,23,Occitanie
Grézian,76,Occitanie
Grust,35,Occitanie
Guchan,154,Occitanie
Guchen,338,Occitanie
Guizerix,125,Occitanie
Hachan,45,Occitanie
Hagedet,45,Occitanie
Hauban,101,Occitanie
Hautaget,59,Occitanie
Hèches,624,Occitanie
Hères,118,Occitanie
Hibarette,240,Occitanie
Hiis,263,Occitanie
Hitte,162,Occitanie
Horgues,1220,Occitanie
Houeydets,286,Occitanie
Hourc,108,Occitanie
Ibos,3043,Occitanie
Ilhet,121,Occitanie
Ilheu,48,Occitanie
Izaourt,262,Occitanie
Izaux,211,Occitanie
Jacque,67,Occitanie
Jarret,316,Occitanie
Jézeau,97,Occitanie
Juillan,4141,Occitanie
Julos,467,Occitanie
Juncalas,164,Occitanie
Labassère,244,Occitanie
Labastide,156,Occitanie
Labatut-Rivière,387,Occitanie
Laborde,89,Occitanie
Lacassagne,241,Occitanie
Lafitole,466,Occitanie
Lagarde,537,Occitanie
Lagrange,245,Occitanie
Arrayou-Lahitte,103,Occitanie
Lahitte-Toupière,274,Occitanie
Lalanne,106,Occitanie
Lalanne-Trie,120,Occitanie
Laloubère,1938,Occitanie
Lamarque-Pontacq,883,Occitanie
Lamarque-Rustaing,53,Occitanie
Laméac,148,Occitanie
Lançon,30,Occitanie
Lanespède,147,Occitanie
Lanne,614,Occitanie
Lannemezan,5964,Occitanie
Lansac,191,Occitanie
Lapeyre,93,Occitanie
Laran,48,Occitanie
Larreule,399,Occitanie
Larroque,97,Occitanie
Lascazères,334,Occitanie
Laslades,339,Occitanie
Lassales,38,Occitanie
Lau-Balagnas,539,Occitanie
Layrisse,228,Occitanie
Lescurry,169,Occitanie
Lespouey,209,Occitanie
Lézignan,361,Occitanie
Lhez,78,Occitanie
Liac,199,Occitanie
Libaros,140,Occitanie
Lies,77,Occitanie
Lizos,120,Occitanie
Lombrès,93,Occitanie
Lomné,31,Occitanie
Lortet,221,Occitanie
Loubajac,437,Occitanie
Loucrup,254,Occitanie
Loudenvielle,301,Occitanie
Loudervielle,51,Occitanie
Louey,1080,Occitanie
Louit,194,Occitanie
Lourdes,13546,Occitanie
Loures-Barousse,638,Occitanie
Lubret-Saint-Luc,56,Occitanie
Luby-Betmont,111,Occitanie
Luc,184,Occitanie
Lugagnan,147,Occitanie
Luquet,407,Occitanie
Lustar,99,Occitanie
Lutilhous,219,Occitanie
Luz-Saint-Sauveur,944,Occitanie
Madiran,438,Occitanie
Mansan,46,Occitanie
Marquerie,85,Occitanie
Marsac,224,Occitanie
Marsas,69,Occitanie
Marseillan,268,Occitanie
Mascaras,373,Occitanie
Maubourguet,2284,Occitanie
Mauléon-Barousse,98,Occitanie
Mauvezin,237,Occitanie
Mazères-de-Neste,343,Occitanie
Mazerolles,108,Occitanie
Mazouau,15,Occitanie
Mérilheu,240,Occitanie
Mingot,99,Occitanie
Momères,760,Occitanie
Monfaucon,215,Occitanie
Monléon-Magnoac,621,Occitanie
Monlong,108,Occitanie
Mont,37,Occitanie
Montastruc,234,Occitanie
Montégut,137,Occitanie
Montgaillard,855,Occitanie
Montignac,144,Occitanie
Montoussé,258,Occitanie
Montsérié,84,Occitanie
Moulédous,221,Occitanie
Moumoulous,44,Occitanie
Mun,86,Occitanie
Nestier,173,Occitanie
Neuilh,99,Occitanie
Nistos,215,Occitanie
Nouilhan,227,Occitanie
Odos,3390,Occitanie
Oléac-Debat,172,Occitanie
Oléac-Dessus,114,Occitanie
Omex,228,Occitanie
Ordizan,539,Occitanie
Organ,32,Occitanie
Orieux,109,Occitanie
Orignac,250,Occitanie
Orincles,345,Occitanie
Orleix,1995,Occitanie
Oroix,108,Occitanie
Osmets,95,Occitanie
Ossen,247,Occitanie
Ossun,2421,Occitanie
Ossun-ez-Angles,56,Occitanie
Oueilloux,156,Occitanie
Ourde,45,Occitanie
Ourdis-Cotdoussan,47,Occitanie
Ourdon,12,Occitanie
Oursbelille,1241,Occitanie
Ousté,35,Occitanie
Ouzous,229,Occitanie
Ozon,259,Occitanie
Pailhac,78,Occitanie
Paréac,73,Occitanie
Péré,62,Occitanie
Peyraube,166,Occitanie
Peyret-Saint-André,53,Occitanie
Peyriguère,27,Occitanie
Peyrouse,283,Occitanie
Peyrun,98,Occitanie
Pierrefitte-Nestalas,1144,Occitanie
Pinas,463,Occitanie
Pintac,24,Occitanie
Poueyferré,871,Occitanie
Poumarous,169,Occitanie
Pouy,43,Occitanie
Pouyastruc,666,Occitanie
Pouzac,1148,Occitanie
Préchac,249,Occitanie
Pujo,663,Occitanie
Puntous,167,Occitanie
Puydarrieux,234,Occitanie
Rabastens-de-Bigorre,1468,Occitanie
Recurt,221,Occitanie
Réjaumont,163,Occitanie
Ricaud,68,Occitanie
Ris,15,Occitanie
Sabalos,148,Occitanie
Sabarros,34,Occitanie
Sacoué,83,Occitanie
Sadournin,198,Occitanie
Sailhan,175,Occitanie
Saint-Arroman,97,Occitanie
Saint-Créac,98,Occitanie
Saint-Lanne,125,Occitanie
Saint-Lary-Soulan,855,Occitanie
Saint-Laurent-de-Neste,990,Occitanie
Saint-Lézer,437,Occitanie
Sainte-Marie,59,Occitanie
Saint-Martin,450,Occitanie
Saint-Pastous,148,Occitanie
Saint-Paul,322,Occitanie
Saint-Pé-de-Bigorre,1177,Occitanie
Saint-Savin,372,Occitanie
Saint-Sever-de-Rustan,165,Occitanie
Saléchan,247,Occitanie
Saligos,100,Occitanie
Salles,235,Occitanie
Salles-Adour,597,Occitanie
Samuran,25,Occitanie
Sanous,103,Occitanie
Sariac-Magnoac,156,Occitanie
Sarlabous,79,Occitanie
Sarniguet,263,Occitanie
Sarp,110,Occitanie
Sarrancolin,579,Occitanie
Sarriac-Bigorre,295,Occitanie
Sarrouilles,539,Occitanie
Sassis,82,Occitanie
Sauveterre,168,Occitanie
Sazos,146,Occitanie
Ségalas,84,Occitanie
Ségus,240,Occitanie
Seich,88,Occitanie
Séméac,5260,Occitanie
Sénac,299,Occitanie
Sentous,68,Occitanie
Sère-en-Lavedan,78,Occitanie
Sère-Lanso,52,Occitanie
Séron,341,Occitanie
Sère-Rustaing,134,Occitanie
Sers,120,Occitanie
Siarrouy,456,Occitanie
Sinzos,137,Occitanie
Siradan,291,Occitanie
Sireix,63,Occitanie
Sombrun,215,Occitanie
Soréac,45,Occitanie
Sost,99,Occitanie
Soublecause,183,Occitanie
Soues,3087,Occitanie
Soulom,287,Occitanie
Souyeaux,314,Occitanie
Tajan,136,Occitanie
Talazac,78,Occitanie
Tarasteix,272,Occitanie
Tarbes,43944,Occitanie
Thèbe,81,Occitanie
Thermes-Magnoac,210,Occitanie
Thuy,16,Occitanie
Tibiran-Jaunac,325,Occitanie
Tilhouse,235,Occitanie
Tostat,553,Occitanie
Tournay,1185,Occitanie
Tournous-Darré,91,Occitanie
Tournous-Devant,92,Occitanie
Tramezaïgues,40,Occitanie
Trébons,763,Occitanie
Trie-sur-Baïse,1027,Occitanie
Troubat,75,Occitanie
Trouley-Labarthe,106,Occitanie
Tuzaguet,444,Occitanie
Uglas,292,Occitanie
Ugnouas,84,Occitanie
Uz,34,Occitanie
